"","CF.Season","CF.Name","CF.Team.x","CF.G","CF.AB","CF.PA","CF.H","CF.B1","CF.B2","CF.B3","CF.HR","CF.R","CF.RBI","CF.BB","CF.IBB","CF.SO","CF.HBP","CF.SF","CF.SH","CF.GDP","CF.SB","CF.CS","CF.AVG","CF.BB_perc","CF.K_perc","CF.ISO","CF.BABIP","CF.OBP","CF.SLG","CF.wOBA","CF.wRC.","CF.BsR","CF.Off","CF.WAR","CF.Team.y","CF.Position","CF.score","CF.perPA","CF.perAB"
"73",2023,"Jake McCarthy","ARI",99,276,312,67,53,7,5,2,37,16,26,0,62,5,1,4,4,26,4,0.243,0.083,0.199,0.083,0.305,0.318,0.326,0.289,79,4.1,-4.2,0.1,"ARI","CF",133,0.426282051282051,0.481884057971014
"74",2023,"Joshua Palacios","PIT",91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,0.239,0.045,0.212,0.174,0.269,0.279,0.413,0.297,83,-1.1,-6.8,0,"PIT","CF",129,0.488636363636364,0.522267206477733
"75",2023,"JJ Bleday","OAK",82,256,303,50,29,11,0,10,35,27,42,0,72,2,3,0,3,5,1,0.195,0.139,0.238,0.16,0.226,0.31,0.355,0.297,92,1,-2.1,0.1,"OAK","CF",128,0.422442244224422,0.5
"76",2023,"Nelson Velázquez","2 Tms",53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,0.235,0.078,0.285,0.352,0.221,0.302,0.586,0.369,132,0.2,7.2,0.7,"CHC","CF",127,0.709497206703911,0.783950617283951
"77",2023,"Brenton Doyle","COL",126,399,431,81,50,16,5,10,48,48,22,0,151,4,3,3,9,22,5,0.203,0.051,0.35,0.14,0.295,0.25,0.343,0.257,43,3,-27.6,0.9,"COL","CF",126,0.292343387470998,0.315789473684211
"78",2023,"Drew Waters","KCR",98,302,337,69,45,11,5,8,40,32,27,0,107,5,3,0,4,16,5,0.228,0.08,0.318,0.149,0.321,0.3,0.377,0.296,82,1.8,-5.5,0.8,"KCR","CF",122,0.362017804154303,0.403973509933775
"79",2023,"Sal Frelick","MIL",57,191,223,47,34,9,1,3,29,24,28,0,37,1,3,0,2,7,0,0.246,0.126,0.166,0.105,0.286,0.341,0.351,0.309,92,3.6,1.5,1.4,"MIL","CF",118,0.52914798206278,0.617801047120419
"80",2023,"Rob Refsnyder","BOS",89,202,243,50,39,9,1,1,31,28,33,0,47,5,1,1,8,7,2,0.248,0.136,0.193,0.069,0.316,0.365,0.317,0.314,93,-1.4,-3.5,0.2,"BOS","CF",116,0.477366255144033,0.574257425742574
"81",2023,"Stuart Fairchild","CIN",97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228,0.098,0.271,0.16,0.306,0.321,0.388,0.312,89,2.3,-1.1,0.7,"CIN","CF",113,0.443137254901961,0.515981735159817
"82",2023,"Joey Gallo","MIN",111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177,0.145,0.428,0.262,0.244,0.301,0.44,0.32,104,1,2.5,0.7,"MIN","CF",111,0.33433734939759,0.393617021276596
"83",2023,"Tyler O'Neill","STL",72,238,266,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,0.231,0.105,0.252,0.172,0.284,0.312,0.403,0.313,97,-0.8,-1.7,0.8,"STL","CF",110,0.413533834586466,0.46218487394958
"84",2023,"Dylan Carlson","STL",76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,0.219,0.102,0.192,0.114,0.256,0.318,0.333,0.293,84,0.1,-5,0.2,"STL","CF",107,0.419607843137255,0.488584474885845
"85",2023,"Luis Matos","SFG",76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,0.25,0.079,0.13,0.092,0.285,0.319,0.342,0.295,87,-0.9,-5.1,-0.4,"SFG","CF",106,0.41897233201581,0.464912280701754
"86",2023,"Kevin Pillar","ATL",81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,0.228,0.029,0.243,0.188,0.255,0.248,0.416,0.28,71,1.1,-6.2,0.1,"ATL","CF",103,0.5,0.522842639593909
"87",2023,"Garrett Hampson","MIA",98,221,252,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,0.276,0.091,0.266,0.104,0.379,0.349,0.38,0.323,101,1.8,2.1,0.7,"MIA","CF",98,0.388888888888889,0.443438914027149
"88",2023,"Dairon Blanco","KCR",69,124,138,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,0.258,0.072,0.239,0.194,0.33,0.324,0.452,0.333,108,2.2,3.4,1.1,"KCR","CF",94,0.681159420289855,0.758064516129032
"89",2023,"Johan Rojas","PHI",59,149,164,45,32,9,2,2,24,23,5,0,42,4,0,6,1,14,1,0.302,0.03,0.256,0.128,0.41,0.342,0.43,0.335,109,2.7,4.6,1.4,"PHI","CF",88,0.536585365853659,0.590604026845638
"90",2023,"Austin Slater","SFG",89,185,207,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,2,0.27,0.097,0.28,0.13,0.369,0.348,0.4,0.33,110,0.1,2.7,0.9,"SFG","CF",82,0.396135265700483,0.443243243243243
"91",2023,"Blake Perkins","MIL",67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,0.217,0.137,0.274,0.133,0.29,0.325,0.35,0.303,88,2.1,-0.3,1.2,"MIL","CF",80,0.476190476190476,0.559440559440559
"92",2023,"Harold Castro","COL",99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,0.252,0.033,0.244,0.062,0.332,0.275,0.314,0.258,43,-0.8,-19.7,-1.6,"COL","CF",80,0.296296296296296,0.310077519379845
"93",2023,"Raimel Tapia","3 Tms",64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,0.236,0.101,0.237,0.101,0.302,0.317,0.338,0.293,80,2.4,-1.7,0.1,"2 Tms","CF",78,0.461538461538462,0.527027027027027
"94",2023,"Oscar Colás","CHW",75,245,263,53,39,9,0,5,32,19,12,1,71,2,2,2,5,4,3,0.216,0.046,0.27,0.098,0.281,0.257,0.314,0.249,53,1.4,-13.5,-1.3,"CHW","CF",74,0.281368821292776,0.302040816326531
"95",2023,"Richie Palacios","STL",32,93,102,24,12,6,0,6,9,16,6,0,11,1,1,1,1,2,0,0.258,0.059,0.108,0.258,0.234,0.307,0.516,0.346,120,0.4,2.8,0.4,"STL","CF",70,0.686274509803922,0.752688172043011
"96",2023,"Parker Meadows","DET",37,125,145,29,20,4,2,3,19,13,17,1,37,2,1,0,0,8,1,0.232,0.117,0.255,0.136,0.302,0.331,0.368,0.308,94,3.5,2.5,1,"DET","CF",67,0.462068965517241,0.536
"97",2023,"Dylan Moore","SEA",67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.207,0.097,0.339,0.221,0.28,0.303,0.428,0.317,105,0.6,1.6,0.7,"SEA","CF",66,0.4,0.455172413793103
"98",2023,"Billy McKinney","NYY",48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.227,0.116,0.265,0.18,0.274,0.32,0.406,0.315,101,0.7,0.9,0.4,"NYY","CF",65,0.442176870748299,0.5078125
"99",2023,"Victor Robles","WSN",36,107,126,32,26,5,1,0,15,8,11,0,18,4,0,4,3,8,1,0.299,0.087,0.143,0.065,0.36,0.385,0.364,0.338,112,2.5,4.3,0.4,"WSN","CF",63,0.5,0.588785046728972
"100",2023,"Evan Carter","TEX",23,62,75,19,9,4,1,5,15,12,12,1,24,0,1,0,1,3,0,0.306,0.16,0.32,0.339,0.412,0.413,0.645,0.435,180,0.2,7.4,1.3,"TEX","CF",59,0.786666666666667,0.951612903225806
"101",2023,"Ryan McKenna","BAL",89,122,139,31,22,7,0,2,23,18,9,0,40,3,2,3,4,5,0,0.254,0.065,0.288,0.107,0.354,0.316,0.361,0.298,90,0.6,-1,0.3,"BAL","CF",59,0.424460431654676,0.483606557377049
"102",2023,"Jacob Young","WSN",33,107,121,27,19,7,1,0,9,12,10,0,22,1,0,3,2,13,0,0.252,0.083,0.182,0.084,0.318,0.322,0.336,0.294,82,3.8,1.1,0.7,"WSN","CF",58,0.479338842975207,0.542056074766355
"103",2023,"Dominic Fletcher","ARI",28,93,102,28,20,5,1,2,10,14,7,1,22,0,0,2,0,0,2,0.301,0.069,0.216,0.14,0.377,0.35,0.441,0.34,113,-0.7,0.8,0.6,"ARI","CF",51,0.5,0.548387096774194
"104",2023,"Jose Barrero","CIN",46,133,149,29,19,8,0,2,15,17,15,0,44,0,1,0,1,3,2,0.218,0.101,0.295,0.105,0.307,0.295,0.323,0.276,65,0.5,-5.9,-0.3,"CIN","CF",49,0.328859060402685,0.368421052631579
"105",2023,"Wilyer Abreu","BOS",28,76,85,24,16,6,0,2,10,14,9,0,23,0,0,0,0,3,1,0.316,0.106,0.271,0.158,0.431,0.388,0.474,0.375,135,-0.6,2.9,0.6,"BOS","CF",49,0.576470588235294,0.644736842105263
"106",2023,"Rafael Ortega","NYM",47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,0.219,0.147,0.243,0.053,0.3,0.341,0.272,0.288,83,2.6,-0.3,0.5,"NYM","CF",48,0.352941176470588,0.421052631578947
"107",2023,"José Azocar","SDP",55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,0.231,0.039,0.235,0.132,0.292,0.278,0.363,0.28,78,1.5,-1.2,0.1,"SDP","CF",46,0.450980392156863,0.505494505494505
"108",2023,"Cade Marlowe","SEA",34,88,100,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,0.239,0.12,0.33,0.182,0.346,0.33,0.42,0.327,112,1,2.4,0.9,"SEA","CF",45,0.45,0.511363636363636
"109",2023,"Jonathan Davis","MIA",34,90,104,22,15,4,1,2,22,10,7,0,29,2,2,2,1,1,2,0.244,0.067,0.279,0.133,0.328,0.307,0.378,0.298,85,0.5,-1.5,0.1,"MIA","CF",45,0.432692307692308,0.5
"110",2023,"Cristian Pache","PHI",48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238,0.105,0.284,0.179,0.327,0.319,0.417,0.32,99,-0.6,-0.7,0.5,"PHI","CF",43,0.452631578947368,0.511904761904762
"111",2023,"Nick Gordon","MIN",34,91,93,16,8,5,1,2,13,7,1,0,11,0,0,1,1,0,0,0.176,0.011,0.118,0.143,0.179,0.185,0.319,0.213,30,0.6,-7.2,-0.4,"MIN","CF",39,0.419354838709677,0.428571428571429
"112",2023,"Jake Marisnick","3 Tms",46,76,83,18,11,3,2,2,10,10,3,0,21,2,1,1,4,2,3,0.237,0.036,0.253,0.171,0.296,0.28,0.408,0.294,85,-0.9,-2.4,0.2,"3 Tms","CF",35,0.421686746987952,0.460526315789474
"113",2023,"Xavier Edwards","MIA",30,78,84,23,20,3,0,0,12,3,3,0,14,1,0,2,1,5,0,0.295,0.036,0.167,0.038,0.359,0.329,0.333,0.295,82,1.8,0,0.3,"MIA","CF",35,0.416666666666667,0.448717948717949
"114",2023,"Yonathan Daza","COL",24,74,80,20,14,6,0,0,8,7,3,0,13,1,1,1,5,1,0,0.27,0.038,0.163,0.081,0.323,0.304,0.351,0.286,62,-0.4,-4.2,-0.3,"COL","CF",32,0.4,0.432432432432432
"115",2023,"Andrew Velazquez","LAA",54,81,94,14,9,3,0,2,12,3,10,0,30,0,0,3,1,13,3,0.173,0.106,0.319,0.111,0.245,0.264,0.284,0.249,52,2,-3.5,-0.1,"LAA","CF",31,0.329787234042553,0.382716049382716
"116",2023,"Lawrence Butler","OAK",42,123,129,26,18,4,0,4,10,10,4,0,35,1,1,0,5,0,0,0.211,0.031,0.271,0.13,0.259,0.24,0.341,0.251,60,-0.9,-7.1,-0.2,"OAK","CF",31,0.24031007751938,0.252032520325203
"117",2023,"Jasson Domínguez","NYY",8,31,33,8,3,1,0,4,6,7,2,0,8,0,0,0,1,1,0,0.258,0.061,0.242,0.419,0.211,0.303,0.677,0.403,162,0.3,2.7,0.3,"NYY","CF",29,0.878787878787879,0.935483870967742
"118",2023,"Sam Hilliard","ATL",40,72,78,17,9,5,0,3,15,6,6,0,33,0,0,0,1,4,0,0.236,0.077,0.423,0.194,0.389,0.295,0.431,0.312,93,-0.3,-1,0,"ATL","CF",29,0.371794871794872,0.402777777777778
"119",2023,"Garrett Mitchell","MIL",19,65,73,16,10,2,1,3,10,7,7,0,26,0,1,0,0,1,1,0.246,0.096,0.356,0.2,0.351,0.315,0.446,0.326,103,0.5,0.8,0.4,"MIL","CF",28,0.383561643835616,0.430769230769231
"120",2023,"Trayce Thompson","2 Tms",72,153,179,25,17,2,0,6,17,17,24,0,77,2,0,0,1,2,0,0.163,0.134,0.43,0.131,0.271,0.285,0.294,0.266,65,0.9,-6.7,-0.2,"2 Tms","CF",28,0.156424581005587,0.183006535947712
"121",2023,"Ceddanne Rafaela","BOS",28,83,89,20,12,6,0,2,11,5,4,0,28,1,1,0,2,3,1,0.241,0.045,0.315,0.145,0.333,0.281,0.386,0.287,74,0,-2.7,0.1,"BOS","CF",27,0.303370786516854,0.325301204819277
"122",2023,"Dane Myers","MIA",22,67,70,18,14,3,0,1,9,9,2,0,19,0,1,0,1,1,1,0.269,0.029,0.271,0.09,0.354,0.286,0.358,0.278,71,0.4,-2.1,0,"MIA","CF",26,0.371428571428571,0.388059701492537
"123",2023,"Jonny DeLuca","LAD",24,42,45,11,8,1,0,2,5,6,3,0,8,0,0,0,0,1,0,0.262,0.067,0.178,0.167,0.281,0.311,0.429,0.32,102,0.4,0.5,0.3,"LAD","CF",25,0.555555555555556,0.595238095238095
"124",2023,"Tim Locastro","NYM",43,56,67,13,8,3,0,2,13,3,3,0,22,6,0,2,0,6,0,0.232,0.045,0.328,0.161,0.344,0.338,0.393,0.327,109,1.7,2.4,0.4,"NYM","CF",25,0.373134328358209,0.446428571428571
"125",2023,"Estevan Florial","NYY",19,61,71,14,10,3,1,0,5,8,7,0,20,2,1,0,0,3,0,0.23,0.099,0.282,0.082,0.333,0.324,0.311,0.288,83,0.8,-0.7,0.2,"NYY","CF",22,0.309859154929577,0.360655737704918
"126",2023,"Forrest Wall","ATL",15,13,15,6,3,2,0,1,6,2,2,0,4,0,0,0,0,5,1,0.462,0.133,0.267,0.385,0.625,0.533,0.846,0.569,265,1,4.1,0.4,"ATL","CF",22,1.46666666666667,1.69230769230769
"127",2023,"Brett Wisely","SFG",51,120,131,21,14,5,0,2,10,8,9,0,40,0,1,1,2,2,1,0.175,0.069,0.305,0.092,0.241,0.231,0.267,0.222,38,-1,-11.1,-0.5,"SFG","CF",21,0.16030534351145,0.175
"128",2023,"Bubba Thompson","TEX",37,53,60,9,4,4,1,0,10,4,4,0,16,1,1,1,0,4,2,0.17,0.067,0.267,0.113,0.237,0.237,0.283,0.23,38,1.1,-3.4,-0.2,"TEX","CF",21,0.35,0.39622641509434
"129",2023,"Clint Frazier","CHW",33,66,76,13,11,1,1,0,10,3,10,0,23,0,0,0,0,4,2,0.197,0.132,0.303,0.045,0.302,0.303,0.242,0.256,58,-0.2,-4.1,-0.4,"CHW","CF",20,0.263157894736842,0.303030303030303
"130",2023,"Colton Cowser","BAL",26,61,77,7,5,2,0,0,15,4,13,0,22,2,1,0,1,1,0,0.115,0.169,0.286,0.033,0.175,0.286,0.148,0.226,40,0.6,-4.9,-0.4,"BAL","CF",20,0.25974025974026,0.327868852459016
"131",2023,"Jo Adell","LAA",17,58,62,12,5,3,1,3,7,6,4,0,25,0,0,0,1,1,0,0.207,0.065,0.403,0.241,0.3,0.258,0.448,0.299,86,0.4,-0.6,0.2,"LAA","CF",19,0.306451612903226,0.327586206896552
"132",2023,"Óscar Mercado","STL",20,31,32,9,6,3,0,0,3,5,1,0,4,0,0,0,0,2,1,0.29,0.031,0.125,0.097,0.333,0.313,0.387,0.304,91,0.3,0,0,"STL","CF",19,0.59375,0.612903225806452
"133",2023,"Tyler Fitzgerald","SFG",10,32,34,7,3,2,0,2,3,5,2,0,10,0,0,0,0,2,0,0.219,0.059,0.294,0.25,0.25,0.265,0.469,0.31,97,0.5,0.3,0.2,"SFG","CF",17,0.5,0.53125
"134",2023,"Adam Haseley","CHW",28,36,39,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,0.222,0.077,0.205,0.056,0.286,0.282,0.278,0.253,55,0,-2.1,-0.2,"CHW","CF",14,0.358974358974359,0.388888888888889
"135",2023,"Jackie Bradley Jr.","KCR",43,105,113,14,8,5,0,1,10,6,5,0,29,2,0,1,3,0,0,0.133,0.044,0.257,0.076,0.173,0.188,0.21,0.18,2,0.4,-12.9,-0.6,"KCR","CF",14,0.123893805309735,0.133333333333333
"136",2023,"Bryce Johnson","SFG",30,43,48,7,5,1,0,1,7,3,4,0,15,0,1,0,0,3,0,0.163,0.083,0.313,0.093,0.214,0.229,0.256,0.218,35,1.8,-2,0.1,"SFG","CF",13,0.270833333333333,0.302325581395349
"137",2023,"Greg Allen","NYY",22,23,28,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,0.217,0.071,0.357,0.261,0.333,0.333,0.478,0.349,125,0.6,1.5,0.3,"NYY","CF",13,0.464285714285714,0.565217391304348
"138",2023,"Andrew Stevenson","MIN",25,37,40,7,6,1,0,0,4,1,2,0,8,1,0,0,0,4,1,0.189,0.05,0.2,0.027,0.241,0.25,0.216,0.216,32,0.5,-2.7,0,"MIN","CF",11,0.275,0.297297297297297
"139",2023,"Brett Phillips","LAA",40,63,71,11,7,1,0,3,9,6,8,0,36,0,0,0,0,3,1,0.175,0.113,0.507,0.159,0.333,0.268,0.333,0.268,65,0.4,-2.6,-0.2,"LAA","CF",11,0.154929577464789,0.174603174603175
"140",2023,"J.P. Martínez","TEX",17,40,44,9,7,1,0,1,7,4,2,0,16,0,2,0,0,0,0,0.225,0.045,0.364,0.1,0.32,0.25,0.325,0.246,49,0.4,-2.3,-0.3,"TEX","CF",10,0.227272727272727,0.25
"141",2023,"Heliot Ramos","SFG",25,56,60,10,5,4,0,1,5,2,4,0,20,0,0,0,1,0,0,0.179,0.067,0.333,0.125,0.257,0.233,0.304,0.236,47,-0.4,-4.3,-0.4,"SFG","CF",8,0.133333333333333,0.142857142857143
"142",2023,"Derek Hill","WSN",13,47,50,8,7,1,0,0,3,1,3,0,11,0,0,0,0,1,0,0.17,0.06,0.22,0.021,0.222,0.22,0.191,0.19,12,0.3,-5.1,-0.5,"WSN","CF",6,0.12,0.127659574468085
"143",2023,"Trey Cabbage","LAA",22,53,56,11,7,3,0,1,5,7,2,0,26,0,1,0,1,1,1,0.208,0.036,0.464,0.113,0.37,0.232,0.321,0.238,44,-0.3,-4.1,-0.3,"LAA","CF",6,0.107142857142857,0.113207547169811
"144",2023,"Dalton Guthrie","PHI",23,24,28,4,3,1,0,0,4,0,3,0,7,1,0,0,0,0,0,0.167,0.107,0.25,0.042,0.235,0.286,0.208,0.239,45,0.4,-1.5,0.1,"PHI","CF",5,0.178571428571429,0.208333333333333
"145",2023,"Wade Meckler","SFG",20,56,64,13,12,1,0,0,6,4,6,0,25,2,0,0,0,0,0,0.232,0.094,0.391,0.018,0.419,0.328,0.25,0.273,72,1,-1.2,-0.1,"SFG","CF",5,0.078125,0.0892857142857143
"146",2023,"Peyton Burdick","MIA",14,33,37,6,3,2,0,1,4,2,3,0,18,1,0,0,0,1,0,0.182,0.081,0.486,0.152,0.357,0.27,0.333,0.269,65,0.2,-1.4,-0.2,"MIA","CF",3,0.0810810810810811,0.0909090909090909
"147",2023,"Cal Stevenson","SFG",6,9,12,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0.25,0.167,0,0,0.25,0,0.174,6,-0.1,-1.5,-0.1,"SFG","CF",2,0.166666666666667,0.222222222222222
"148",2023,"Pete Crow-Armstrong","CHC",13,14,19,0,0,0,0,0,3,1,3,0,7,0,0,2,0,2,2,0,0.158,0.368,0,0,0.176,0,0.123,-32,-0.4,-3.5,-0.2,"CHC","CF",2,0.105263157894737,0.142857142857143
"149",2023,"Kyren Paris","LAA",15,40,46,4,4,0,0,0,4,1,4,0,17,1,0,1,0,3,0,0.1,0.087,0.37,0,0.174,0.2,0.1,0.156,-12,0.9,-5.3,-0.3,"LAA","CF",-1,-0.0217391304347826,-0.025
"150",2023,"Eli White","ATL",6,14,17,1,1,0,0,0,1,0,2,0,7,1,0,0,0,0,0,0.071,0.118,0.412,0,0.143,0.235,0.071,0.176,2,0.1,-2,-0.1,"ATL","CF",-3,-0.176470588235294,-0.214285714285714
"151",2023,"Jordyn Adams","LAA",17,39,40,5,5,0,0,0,1,1,0,0,16,0,1,0,0,1,2,0.128,0,0.4,0,0.208,0.125,0.128,0.11,-44,-0.6,-7.5,-1,"LAA","CF",-8,-0.2,-0.205128205128205
"152",2023,"Nate Eaton","KCR",28,53,56,4,4,0,0,0,2,1,2,0,21,1,0,0,0,3,0,0.075,0.036,0.375,0,0.125,0.125,0.075,0.101,-53,0.9,-9.3,-0.8,"KCR","CF",-9,-0.160714285714286,-0.169811320754717
